Day,Month,Title,Image,Time,Address,Direction,Description,Readmore_Link,Ticket_Links
13,Oct,Myke Towers: La Vida Es Una Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnMi_TfUT0A436CPDa9ehBHq8Qfe_IyGQM_yOAc3I&s,"Fri, Oct 13 – Sat, Oct 14","YouTube Theater, 1011 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b79282ee4923:0x37800df900fde580?sa=X&ved=2ahUKEwi3u-7KopiBAxXuVKQEHR68B5w4tAEQ9eIBegQISRAA,"Myke Towers worships a good rhyme. Over the past decade, the acclaimed rapper and singer has grown into one of Puerto Rico's top lyricists, melding streetwise storytelling and massive pop hooks...",https://dola.com/events/2023/10/13/myke-towers-tickets,"https://www.axs.com/events/491348/myke-towers-tickets
https://festivaly.eu/en/myke-towers-la-vida-es-una-tour-performance-venue-at-hollywood-park-inglewood-2023
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmyke-towers-la-vida-es-una-inglewood-california-10-13-2023%2Fevent%2F0A005EB9D1BF3B88
https://www.undercovertourist.com/los-angeles/youtube-theater/myke-towers-tickets/2328110/
https://dola.com/events/2023/10/13/myke-towers-tickets"
12,Sep,Arcangel - Just in Time Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnqiTGHzIMvWywKyErDs9XsxnaBG3fmCkws3cnUL8&s,"Tue, Sep 12 – Wed, Sep 13","YouTube Theater, 1011 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b79282ee4923:0x37800df900fde580?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIARAA,"Buy Arcangel - Just in Time Tour tickets at the YouTube Theater in Inglewood, CA for Sep 12, 2023 at Ticketmaster.",https://www.ticketmaster.com/arcangel-just-in-time-tour-inglewood-california-09-12-2023/event/0A005E7CA25E24C8,"https://www.axs.com/events/481824/arcangel-rescheduled-from-910-tickets
https://www.rateyourseats.com/mobile/tickets/events/arcangel-tickets-inglewood-youtube-theater-september-12-2023-4369128
https://festivaly.eu/en/arcangel-performance-venue-at-hollywood-park-inglewood-2023
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Farcangel-just-in-time-tour-inglewood-california-09-12-2023%2Fevent%2F0A005E7CA25E24C8
https://www.discoverlosangeles.com/event/2023/09/12/arcangel-just-in-time-tour"
29,Oct,Los Angeles Chargers vs Chicago Bears,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzhDM2agPyOKIUw1OCbR4dy2kJ2I5aA2lgDzLEmtmDUR9AhLkptyzUgqw&s,"Sun, 5:20 – 9:20 PM","SoFi Stadium, 1001 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b786cbfb8f4f:0x5fb99cb7249e4170?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQICRAA,"Address: SoFi Stadium - 1000 S Prairie Ave, Inglewood, CA 90301 Website: https://www.sofistadium.com/upcoming-events/",https://discovertorrance.com/events/chargers-vs-bears-at-sofi-stadium/,"https://www.ticketmaster.com/event/09005EB7E83D48F8
https://www.axs.com/events/485731/chicago-bears-at-los-angeles-chargers-tickets
https://www.rateyourseats.com/tickets/events/chicago-bears-at-los-angeles-chargers-tickets-october-29-2023-4311859
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flos-angeles-chargers-vs-chicago-bears-inglewood-california-10-29-2023%2Fevent%2F0A005E94DE384A80
https://discovertorrance.com/events/chargers-vs-bears-at-sofi-stadium/"
9,Jan,Los Angeles Lakers vs Toronto Raptors,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm-4fOaAuVoHuubIp5BfxKdM6pgGoES9lN7PLre3dY_HHZzl_3DhvOJ3c&s,"Tue, 7:30 – 11:30 PM","Crypto.com Arena, 1111 S Figueroa St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b85dea2a93:0x1ff47c3ceb7bb2d5?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIERAA,"Toronto Raptors vs Los Angeles Lakers Jan 9, 2024 game result including recap, highlights and game information",https://www.nba.com/game/0022300516,"https://www.ticketmaster.com/los-angeles-lakers-vs-toronto-raptors-los-angeles-california-01-09-2024/event/2C005F109C040C9F?utm_source=cryptocomarena&utm_medium=website&utm_campaign=CA_Lakers_2324
https://www.axs.com/events/498933/toronto-raptors-at-los-angeles-lakers-tickets
https://www.koobit.com/lakers-v-raptors-e31341/tickets/upper-300-level-3270
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flos-angeles-lakers-vs-toronto-raptors-los-angeles-california-01-09-2024%2Fevent%2F2C005F109C040C9F
https://www.nba.com/game/0022300516"
7,Sep,Open Mic Event,/maps/vt/data=76aIPeGELkedrTPes43srNkwMMxbBJ_m9T52KZQnN228SPc-pZji2e6Nb_Ei_9UtLXoO0disSukXrTFRfQgZSxKDQq7P4POG9-w7YEtLIn6ojfUk?scale=1,Aug 29 – Sep 27,"Ziing's Nightclub, 209 N Harbor Blvd, Fullerton, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd5f7d11e42c3:0x55b32f75139e7b88?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIGRAA,"Our open mic is available to anyone who wants to perform. Whether you sing, play an instrument, write poetry, or perform comedy, our mic is open to you.",https://www.openmicchicago.com/MoreInfo/NTk1OSMjIyNURVhU,"https://www.openmicchicago.com/MoreInfo/NTk1OSMjIyNURVhU
https://www.openmicorangecounty.com/MoreInfo/NTk1OSMjIyNURVhU
https://www.openmicauckland.com/MoreInfo/NTk1OSMjIyNURVhU"
22,Nov,Kasabian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqd0HzeyCIdZPF4a2MwuXlgWbJ3U5c4dRNugxtyzn-5l1EDQsxCUCDj84&s,"Wed, 7:00 – 11:00 PM","The Belasco, 1050 S Hill St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7c9657d7e4f:0xd785c19a71b23a97?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIIRAA,"Kasabian WED, Nov 22, 2023 @ 7:00 PM The Belasco, Los Angeles, CA",https://www.livenation.com/event/vvG10Z9cZKFF9n/kasabian,"https://festivaly.eu/en/kasabian-the-belasco-los-angeles-2023
https://www.concertarchives.org/concerts/kasabian-b023ac0d-59ad-40fe-bf9d-52005f9fbbe2#buy-tickets
https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=https%3A%2F%2Fconcerts.livenation.com%2Fkasabian-los-angeles-california-11-22-2023%2Fevent%2F09005ED0132085EA
https://www.discoverlosangeles.com/event/2023/11/22/kasabian
https://local.aarp.org/event/kasabian-2023-11-22-tm-los-angeles-ca.html"
6,Oct,Lupita D'Alessio,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTemUUY3mwoJizZXYczJPxP2AJLM1zL1p0uE63Q6-9IQeh0eA1adu0h4s&s,"Fri, Oct 6 – Sat, Oct 7","YouTube Theater, 1011 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b79282ee4923:0x37800df900fde580?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIKRAA,"PRIVACY POLICY | PRIVACY SETTINGS | ADVERTISE | ACCESSIBILITY The official guide to Los Angeles. Find great deals, things to do, California travel guides and more. © 2023 Los Angeles Tourism ...",https://www.discoverlosangeles.com/event/2023/10/06/lupita-dalessio-gracias-us-tour-2023,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=http%3A%2F%2Fwww.ticketmaster.com%2Fevent%2F0A005E85EAC24C57%3FCAMEFROM%3DCFC_YTT_WEB_EVENTSPAGE_LUPITADALESSIO23
https://www.axs.com/nz/events/487873/lupita-d-alessio-tickets
https://www.rateyourseats.com/mobile/tickets/events/lupita-dalessio-tickets-inglewood-youtube-theater-october-6-2023-4396562
https://www.concertarchives.org/concerts/lupita-d-alessio-d2b3a593-1f01-44d3-b2e1-cc472c1a6db7#buy-tickets
https://allevents.in/inglewood/lupita-dalessio-concert/2400025244760229"
13,Oct,RTJX Presents - Run The Jewels 3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMyTB56hPU_Y9hUPs6_XZu3sOtDHZX6W0m6wHlcR4&s,"Fri, 7:00 – 11:00 PM","Hollywood Palladium, 6215 Sunset Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3793b45fb7:0xe010a684b9c2eb91?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIMRAA,"Win Tickets to Run The Jewels at Hollywood Palladium, October 13, 2023 on DoLA #DoLA",https://dola.com/events/2023/10/13/run-the-jewels-1680040617,"https://www.axs.com/events/478711/run-the-jewels-tickets
https://ticketmaster.evyy.net/c/1387536/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fevent%2F09005E6DEF5D2D1F&SHAREDID=cOKfjiHl
https://www.discoverlosangeles.com/event/2023/10/13/rtjx-presents-run-the-jewels-3
https://www.undercovertourist.com/los-angeles/hollywood-palladium/run-the-jewels-tickets/2278732/
https://dola.com/events/2023/10/13/run-the-jewels-1680040617"
24,Sep,Phum Viphurit x Mild Orange x Brandon,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTemUUY3mwoJizZXYczJPxP2AJLM1zL1p0uE63Q6-9IQeh0eA1adu0h4s&s,"Sun, 7:00 – 11:00 PM","Regent Theater, 448 S Main St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c64a0e40c543:0xaa4a3ffd29c99da6?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIORAA,"Hi there, Phum Viphurit here, a 23 year old singer/songwriter from Bangkok. My interest in making noise began when I moved to my second home, Hamilton, New Zealand at the age of 9. That was where...",https://dola.com/events/2023/9/24/phum-viphurit-x-mild-orange-x-brandon-tickets,"https://festivaly.eu/en/phum-viphurit-x-mild-orange-x-brandon-the-regent-theater-los-angeles-2023
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fphum-viphurit-x-mild-orange-x-los-angeles-california-09-24-2023%2Fevent%2F09005F030E526B3D
https://www.discoverlosangeles.com/event/2023/09/24/phum-viphurit-x-mild-orange-x-brandon
https://dola.com/events/2023/9/24/phum-viphurit-x-mild-orange-x-brandon-tickets
https://local.aarp.org/event/phum-viphurit-x-mild-orange-x-brandon-2023-09-24-tm-los-angeles-ca.html"
23,Sep,JASON BONHAM'S LED ZEPPELIN EVENING BOX SUITE EVENT,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVbFeyWnCjZSZJ-Yq7zIH8RTz7M_yUhnoxmh_IrlQ5C8fI6qIEo7JscXI&s,"Sat, Sep 23 – Sun, Sep 24","The Greek Theatre, 2700 N Vermont Ave, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c098a47d4245:0x3b9f3214123aa486?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQIQRAA,"Encompassing hits from the iconic band’s entire career, including albums Led Zeppelin, Led Zeppelin II, Led Zeppelin IV and Physical Graffiti, the concert event celebrates the life and music of...",https://www.lagreektheatre.com/events/detail/jason-bonhams-led-zeppelin-evening-2,"https://www.rateyourseats.com/mobile/tickets/events/jason-bonhams-led-zeppelin-experience-tickets-los-angeles-greek-theatre-los-angeles-september-23-2023-4463202
https://festivaly.eu/en/jason-bonhams-led-zeppelin-evening-greek-theatre-los-angeles-2023
https://showtimetickets.com/event/jason-bonhams-led-zeppelin-evening-tickets-los-angeles-ca-2023-09-23-20-00-00-2322002.html
https://allevents.in/los%20angeles/jason-bonhams-led-zeppelin-evening/210002233030204
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjason-bonhams-led-zeppelin-evening-los-angeles-california-09-23-2023%2Fevent%2F09005EC8EBA535E1"
23,Oct,NoCap: The BirdNest Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThqKY5iPWZd2vLuMneI-2YpuD78_wWXZj5UHYqwLUZZHlXF3arWZLGQ38&s,"Mon, Oct 23 – Tue, Oct 24","Hollywood Palladium, 6215 Sunset Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3793b45fb7:0xe010a684b9c2eb91?sa=X&ved=2ahUKEwi-3O3KopiBAxX4d6QEHfemC4s4vgEQ9eIBegQISRAA,"Check out the past concert and event calendar for NoCap in Los Angeles along with detailed ticket and venue information including photos, videos, bios, maps and more.",https://dola.com/artists/nocap,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=https%3A%2F%2Fconcerts.livenation.com%2Fnocap-the-birdnest-tour-hollywood-california-10-23-2023%2Fevent%2F09005EE7917D123A
https://www.axs.com/events/495344/nocap-tickets
https://www.discoverlosangeles.com/event/2023/10/23/nocap-the-birdnest-tour
https://www.undercovertourist.com/los-angeles/hollywood-palladium/no-cap-tickets/2352124/
https://dola.com/artists/nocap"
6,Oct,Lupita D'Alessio,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTemUUY3mwoJizZXYczJPxP2AJLM1zL1p0uE63Q6-9IQeh0eA1adu0h4s&s,"Fri, Oct 6 – Sat, Oct 7","YouTube Theater, 1011 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b79282ee4923:0x37800df900fde580?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIARAA,"PRIVACY POLICY | PRIVACY SETTINGS | ADVERTISE | ACCESSIBILITY The official guide to Los Angeles. Find great deals, things to do, California travel guides and more. © 2023 Los Angeles Tourism ...",https://www.discoverlosangeles.com/event/2023/10/06/lupita-dalessio-gracias-us-tour-2023,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=http%3A%2F%2Fwww.ticketmaster.com%2Fevent%2F0A005E85EAC24C57%3FCAMEFROM%3DCFC_YTT_WEB_EVENTSPAGE_LUPITADALESSIO23
https://www.axs.com/nz/events/487873/lupita-d-alessio-tickets
https://www.rateyourseats.com/mobile/tickets/events/lupita-dalessio-tickets-inglewood-youtube-theater-october-6-2023-4396562
https://www.concertarchives.org/concerts/lupita-d-alessio-d2b3a593-1f01-44d3-b2e1-cc472c1a6db7#buy-tickets
https://allevents.in/inglewood/lupita-dalessio-concert/2400025244760229"
13,Oct,RTJX Presents - Run The Jewels 3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMyTB56hPU_Y9hUPs6_XZu3sOtDHZX6W0m6wHlcR4&s,"Fri, 7:00 – 11:00 PM","Hollywood Palladium, 6215 Sunset Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3793b45fb7:0xe010a684b9c2eb91?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQICRAA,"Win Tickets to Run The Jewels at Hollywood Palladium, October 13, 2023 on DoLA #DoLA",https://dola.com/events/2023/10/13/run-the-jewels-1680040617,"https://www.axs.com/events/478711/run-the-jewels-tickets
https://ticketmaster.evyy.net/c/1387536/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fevent%2F09005E6DEF5D2D1F&SHAREDID=cOKfjiHl
https://www.discoverlosangeles.com/event/2023/10/13/rtjx-presents-run-the-jewels-3
https://www.undercovertourist.com/los-angeles/hollywood-palladium/run-the-jewels-tickets/2278732/
https://dola.com/events/2023/10/13/run-the-jewels-1680040617"
23,Sep,JASON BONHAM'S LED ZEPPELIN EVENING BOX SUITE EVENT,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVbFeyWnCjZSZJ-Yq7zIH8RTz7M_yUhnoxmh_IrlQ5C8fI6qIEo7JscXI&s,"Sat, Sep 23 – Sun, Sep 24","The Greek Theatre, 2700 N Vermont Ave, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c098a47d4245:0x3b9f3214123aa486?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIERAA,"Encompassing hits from the iconic band’s entire career, including albums Led Zeppelin, Led Zeppelin II, Led Zeppelin IV and Physical Graffiti, the concert event celebrates the life and music of...",https://www.lagreektheatre.com/events/detail/jason-bonhams-led-zeppelin-evening-2,"https://www.rateyourseats.com/mobile/tickets/events/jason-bonhams-led-zeppelin-experience-tickets-los-angeles-greek-theatre-los-angeles-september-23-2023-4463202
https://festivaly.eu/en/jason-bonhams-led-zeppelin-evening-greek-theatre-los-angeles-2023
https://showtimetickets.com/event/jason-bonhams-led-zeppelin-evening-tickets-los-angeles-ca-2023-09-23-20-00-00-2322002.html
https://allevents.in/los%20angeles/jason-bonhams-led-zeppelin-evening/210002233030204
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjason-bonhams-led-zeppelin-evening-los-angeles-california-09-23-2023%2Fevent%2F09005EC8EBA535E1"
23,Oct,NoCap: The BirdNest Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThqKY5iPWZd2vLuMneI-2YpuD78_wWXZj5UHYqwLUZZHlXF3arWZLGQ38&s,"Mon, Oct 23 – Tue, Oct 24","Hollywood Palladium, 6215 Sunset Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3793b45fb7:0xe010a684b9c2eb91?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIGRAA,"Check out the past concert and event calendar for NoCap in Los Angeles along with detailed ticket and venue information including photos, videos, bios, maps and more.",https://dola.com/artists/nocap,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=https%3A%2F%2Fconcerts.livenation.com%2Fnocap-the-birdnest-tour-hollywood-california-10-23-2023%2Fevent%2F09005EE7917D123A
https://www.axs.com/events/495344/nocap-tickets
https://www.discoverlosangeles.com/event/2023/10/23/nocap-the-birdnest-tour
https://www.undercovertourist.com/los-angeles/hollywood-palladium/no-cap-tickets/2352124/
https://dola.com/artists/nocap"
4,Nov,Jerry Seinfeld And Jim Gaffigan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROfFpYQS5MtP_2GT2IREVtti36E1S6oTTvzWKkzl7mO30DXoj9dLNYkg4&s,"Sat, 7:30 – 11:30 PM","The Kia Forum, 3900 W Manchester Blvd, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b6545d4575cb:0xb1eeeaa0c8fa6906?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIIRAA,"Each of these observational stand-ups could easily fill an arena on their own, but both Jerry Seinfeld and Jim Gaffigan will headline the Forum this fall, but of a limited tour of arena shows.",https://www.timeout.com/los-angeles/comedy/jerry-seinfeld-jim-gaffigan,"https://www.timeout.com/los-angeles/comedy/jerry-seinfeld-jim-gaffigan
https://www.axs.com/events/490472/jerry-seinfeld-and-jim-gaffigan-tickets
https://www.concertarchives.org/concerts/jerry-seinfeld-0976985b-4b5a-4b67-9e2e-cf55bec1654f#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjerry-seinfeld-and-jim-gaffigan-inglewood-california-11-04-2023%2Fevent%2F09005EC41B6D67A3
https://www.discoverlosangeles.com/event/2023/11/04/jerry-seinfeld-and-jim-gaffigan"
10,Oct,"nothing,nowhere.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJFpFGp-7skjbF4V6svO0d9bOAQYekGfwM1bAoiTGFQ0TxCUD1NJFY6S8&s,"Tue, 6:00 – 10:00 PM","Regent Theater, 448 S Main St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c64a0e40c543:0xaa4a3ffd29c99da6?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIKRAA,"Check out nothing,nowhere. at The Regent Theater in Los Angeles on October 10, 2023 and get detailed info for the event - tickets, photos, video and reviews.",https://dola.com/events/2023/10/10/nothing-nowhere-tickets,"https://www.concertarchives.org/concerts/nothing-nowhere-unitytx-seeyouspacecowboy-static-dress-80c2220e-6881-4f43-9834-9604e62bbc28#buy-tickets
https://www.presalepasswordinfo.com/getevent?id=444305
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnothingnowhere-los-angeles-california-10-10-2023%2Fevent%2F09005EB230E97ED3
https://www.discoverlosangeles.com/event/2023/10/10/nothingnowhere
https://www.undercovertourist.com/los-angeles/regent-theater-dtla/nothing-nowhere-tickets/2326238/"
1,Oct,Arctic Monkeys,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHUXM0l1MQ46BvEgIHL5RUlFgPndLZBhvBGaoS9oRUJ6bTeeH8GKKKRgs&s,"Sun, Oct 1 – Mon, Oct 2","The Kia Forum, 3900 W Manchester Blvd, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b6545d4575cb:0xb1eeeaa0c8fa6906?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIMRAA,"The band’s initials, a new morning, an analogue radio frequency and an existential statement - the title of Arctic Monkeys’ fifth album AM suggests all of those things and more. And the record...",https://dola.com/events/2023/10/1/arctic-monkeys-tickets,"https://www.axs.com/events/452132/arctic-monkeys-tickets
https://festivaly.eu/en/arctic-monkeys-the-forum-inglewood-2023-2
https://www.concertarchives.org/concerts/arctic-monkeys-960c1095-5fd5-4f5a-8046-7da8d51f9e58#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Farctic-monkeys-inglewood-california-10-01-2023%2Fevent%2F09005D45BD2D5053
https://www.discoverlosangeles.com/event/2023/10/01/arctic-monkeys"
29,Sep,Lauren Mayberry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqE-y36ufXA1AvmSdqyEh37ziGDwNWKHG6-a-1qN66W-AoANf2yiXOZm0&s,"Fri, 8:00 – 10:00 PM","Troubadour, 9081 N Santa Monica Blvd, West Hollywood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bea892855a35:0x8937b476c332b060?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIORAA,"Concerts Lauren Mayberry Fri Sep 29th, 2023 at 7:00PM hr Troubadour 9081 Santa Monica Boulevard West Hollywood , CA",https://www.visitwesthollywood.com/events/lauren-mayberry-09-29-2023/,"https://www.eventticketscenter.com/lauren-mayberry-west-hollywood-09-29-2023/5833732/t
https://wl.seetickets.us/event/Lauren-Mayberry/560263?afflky=TheTroubadour
https://troubadour.com/seetickets-event/lauren-mayberry/
https://www.visitwesthollywood.com/events/lauren-mayberry-09-29-2023/
https://dola.com/events/2023/9/29/lauren-mayberry-tickets"
28,Oct,jaboukie,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCHtr0-HV1EjN_7lC4c88tgF7nmYXcsIda8evtj8DmbsasGbrYopz0Ta8&s,"Sat, 6:30 – 10:30 PM","The Moroccan Lounge, 901 1st St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c63f401f6b33:0x9b5535083c04a1f8?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQIQRAA,"Check out the past concert and event calendar for Jaboukie Young-White in Los Angeles along with detailed ticket and venue information including photos, videos, bios, maps and more.",https://dola.com/artists/jaboukie-young-white,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=https%3A%2F%2Fwww.ticketmaster.com%2Fjaboukie-youngwhite-los-angeles-california-10-28-2023%2Fevent%2F09005F12D2157F63
https://allevents.in/los%20angeles/jaboukie-young-white-theater/2400025285624750
https://www.eventticketscenter.com/jaboukie-young-white-los-angeles-10-28-2023/5908655/t
https://www.discoverlosangeles.com/event/2023/10/28/jaboukie
https://dola.com/artists/jaboukie-young-white"
21,Oct,Jackson Browne,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzCfjDz60-IpFbpeiRZSi8konc9WBPg99uX1l6Oyt0DscL0Ukti4Tgopg&s,"Sat, Oct 21 – Sun, Oct 22","Hollywood Pantages Theatre, 6233 Hollywood Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3902b82703:0xe8160385b2f0d6ce?sa=X&ved=2ahUKEwji0J_MopiBAxW4caQEHZJIBj84yAEQ9eIBegQISRAA,"Check out Jackson Browne at Pantages Theatre in Los Angeles on October 21, 2023 and get detailed info for the event - tickets, photos, video and reviews.",https://dola.com/events/2023/10/21/jackson-browne-tickets,"https://www.axs.com/events/497409/jackson-browne-tickets
https://www.concertarchives.org/concerts/jackson-browne-6eff1f79-477e-498f-bb9f-8639e87b151c#buy-tickets
https://allevents.in/los%20angeles/jackson-browne-concert/2400025237744344
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjackson-browne-los-angeles-california-10-21-2023%2Fevent%2F0B005EB2D3FC2370
https://www.discoverlosangeles.com/event/2023/10/21/jackson-browne"
7,Nov,Charlotte Cardin,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSesyp7nhlpNNA6rCbQeGC1nhibS9gFcyOEEgxpScS-HR-fW-A8TTYopvY&s,"Tue, 8:00 – 10:00 PM","El Rey Theatre, 5515 Wilshire Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b9202bc34ecf:0xbed26dce8e922383?sa=X&ved=2ahUKEwjVwdXOopiBAxUgTaQEHc2LDIA40gEQ9eIBegQIARAA,"Check out the past concert and event calendar for Charlotte Cardin in Los Angeles along with detailed ticket and venue information including photos, videos, bios, maps and more.",https://dola.com/artists/charlotte-cardin,"https://www.axs.com/events/484600/charlotte-cardin-tickets?skin=elrey&src=AEGLIVE_WEREYLAX030115VEN001?cid=usaffdostuff
https://www.undercovertourist.com/los-angeles/el-rey-theatre-ca/charlotte-cardin-tickets/2307513/
https://dola.com/artists/charlotte-cardin
https://www.bandsintown.com/e/1028380517?app_id=squarespace-matsenechal&came_from=267&utm_medium=api&utm_source=public_api&utm_campaign=event&mkt_source=matsenechal.com
https://local.aarp.org/event/charlotte-cardin-2023-11-07-tm-los-angeles-ca.html"
